,smiles,homo,lumo,gap,mol_wt,nhoh_ct,valence,mole_logp,tpsa,enthalpy
965,CCC1OCC=C1,-0.2295,0.0185,0.248,98.07316494,0,40,1.3514,9.23,-309.718367
966,O=CC(=O)N1CC1,-0.2532,-0.0823,0.1709,99.0320284,0,38,-0.9725000000000001,37.15,-360.499416
967,COC1CCCC1,-0.2442,0.0835,0.3277,100.088815004,0,42,1.5754000000000001,9.23,-310.918846
968,O=C(C#N)N1CC1,-0.2885,-0.0696,0.2189,96.032362748,0,36,-0.6478200000000001,43.87,-339.423704
969,CC(C#N)N1CC1,-0.2583,0.0265,0.2848,96.06874825599999,0,38,0.21408000000000005,26.799999999999997,-304.671489
970,O=C(C#C)N1CC1,-0.26,-0.0436,0.2164,95.03711378,0,36,-0.5382,20.08,-323.322486
971,NC(C#N)C1CC1,-0.2606,0.0246,0.2852,96.06874825599999,2,38,0.24728000000000022,49.81,-304.680012
972,OC(C#N)C1CC1,-0.2964,0.0131,0.3095,97.052763844,1,38,0.28087999999999996,44.019999999999996,-324.559273
973,OC(C=O)C1CC1,-0.2653,-0.0364,0.229,100.052429496,1,40,-0.04380000000000006,37.3,-345.638747
974,O=C(C#N)C1CC1,-0.2944,-0.0856,0.2088,95.03711378,0,36,0.48907999999999996,40.86,-323.378639
975,CC(C#C)C1CC1,-0.2568,0.0558,0.3126,94.07825032,0,38,1.6657,0.0,-272.530489
976,OC(C#N)C1CO1,-0.2884,-0.0014,0.287,99.0320284,1,38,-0.7303200000000001,56.55,-360.477008
977,COC1CCOC1,-0.2428,0.0833,0.3261,102.06807956,0,42,0.42169999999999996,18.46,-346.837237
978,O=C(C#N)C1CN1,-0.2846,-0.0991,0.1856,96.032362748,1,36,-0.9491200000000002,62.8,-339.416052
979,CC(C#C)C1CO1,-0.2582,0.0503,0.3085,96.057514876,0,38,0.6545,12.53,-308.451915
980,O=CC(=O)C1CO1,-0.2586,-0.1017,0.157,100.016043988,0,38,-0.8468000000000002,46.67,-380.364469
981,O=C(C#N)C1CO1,-0.3012,-0.1001,0.2011,97.016378336,0,36,-0.5221200000000001,53.39,-359.290965
982,COC1OCC=C1,-0.2526,0.0095,0.2621,100.052429496,0,40,0.5453,18.46,-345.640611
983,CC(C#N)C1CC1,-0.3001,0.0365,0.3366,95.073499288,0,38,1.5560800000000001,23.79,-288.640026
984,CCC1CCCC1,-0.3018,0.0824,0.3842,98.109550448,0,42,2.5866000000000007,0.0,-275.002533
985,OC(C#C)C1CN1,-0.2457,0.0185,0.2643,97.052763844,2,38,-1.0477,42.17,-324.49375
986,CCC1OCCO1,-0.252,0.0914,0.3434,102.06807956,0,42,0.7693,18.46,-346.853496
987,CNC(=O)C1CN1,-0.2504,0.0203,0.2706,100.063662876,2,40,-1.2957999999999996,51.040000000000006,-341.833614
988,CC(C=O)C1CN1,-0.2485,-0.0408,0.2077,99.068413908,1,40,-0.20680000000000004,39.010000000000005,-325.745063
989,CCC1CCCO1,-0.2373,0.087,0.3243,100.088815004,0,42,1.5754000000000001,9.23,-310.927546
990,OCC1CCCO1,-0.2453,0.0789,0.3242,102.06807956,1,42,0.15769999999999995,29.46,-346.851105
991,CC(C#N)C1CO1,-0.2826,0.0301,0.3127,97.052763844,0,38,0.54488,36.32,-324.560194
992,N=C(C#N)N1CC1,-0.2712,-0.0542,0.217,95.04834715999999,1,36,-0.19714999999999994,50.65,-319.525847
993,CCC(=O)C1CO1,-0.2495,-0.025,0.2245,100.052429496,0,40,0.36429999999999996,29.6,-345.642146
994,COC1CCC=C1,-0.2424,0.0214,0.2639,98.07316494,0,40,1.3514,9.23,-309.711124
995,OCC1CCOC1,-0.2474,0.076,0.3234,102.06807956,1,42,0.01519999999999988,29.46,-346.844039
996,OC(C#C)C1CC1,-0.2658,0.0299,0.2957,96.057514876,1,38,0.39049999999999996,20.23,-308.452539
997,CC(C#C)N1CC1,-0.2381,0.0464,0.2845,95.073499288,0,38,0.3237,3.01,-288.563448
998,O=CC(=O)C1CC1,-0.2475,-0.0936,0.1539,98.036779432,0,38,0.16439999999999988,34.14,-344.446591
999,C,-0.3877,0.1171,0.5048,16.031300127999998,0,8,0.6361,0.0,-40.475117
